"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NGVT","Ingevity Corporation","45.71","$1.88B","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ngvt",
"INGR","Ingredion Incorporated","78.15","$5.23B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ingr",
"IIPR","Innovative Industrial Properties, Inc.","71.88","$1.22B","2016","Finance","Real Estate","https://old.nasdaq.com/symbol/iipr",
"IIPR^A","Innovative Industrial Properties, Inc.","27.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iipr^a",
"IPHI","Inphi Corporation","109.48","$5.28B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/iphi",
"INSI","Insight Select Income Fund","18.73","$200.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/insi",
"NSP","Insperity, Inc.","43.77","$1.7B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/nsp",
"INSP","Inspire Medical Systems, Inc.","72.27","$1.93B","1998","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/insp",
"IBP","Installed Building Products, Inc.","48.1","$1.43B","2014","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/ibp",
"ITGR","Integer Holdings Corporation","71.66","$2.35B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/itgr",
"I","Intelsat S.A.","0.4999","$71.03M","2013","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/i",
"ICE","Intercontinental Exchange Inc.","93.25","$51.03B","2005","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","39.33","$7.18B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/ihg",
"IFS","Intercorp Financial Services Inc.","24.53","$2.83B","2019","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ifs",
"IBM","International Business Machines Corporation","116.95","$103.84B","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/ibm",
"IFF","International Flavors & Fragrances, Inc.","126.05","$13.47B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iff",
"IFFT","International Flavors & Fragrances, Inc.","45.85","n/a","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ifft",
"IGT","International Game Technology","6.38","$1.3B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/igt",
"IP","International Paper Company","31.57","$12.41B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ip",
"INSW","International Seaways, Inc.","20.87","$601.97M","2016","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/insw",
"INSW^A","International Seaways, Inc.","25.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/insw^a",
"IPV","InterPrivate Acquisition Corp.","9.79","$304.03M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ipv",
"IPV.U","InterPrivate Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipv.u",
"IPV.WS","InterPrivate Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipv.ws",
"IPG","Interpublic Group of Companies, Inc. (The)","15.36","$5.98B","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/ipg",
"IPI","Intrepid Potash, Inc","0.9501","$124.92M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/ipi",
"IVC","Invacare Corporation","5.66","$194.81M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ivc",
"VBF","Invesco Bond Fund","18.48","$210.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","11.29","$540.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","8.09","$509.51M","2007","n/a","n/a","https://old.nasdaq.com/symbol/vta",
"IHIT","Invesco High Income 2023 Target Term Fund","7.17","$172.3M","2016","n/a","n/a","https://old.nasdaq.com/symbol/ihit",
"IHTA","Invesco High Income 2024 Target Term Fund","6.25","$54.86M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ihta",
"VLT","Invesco High Income Trust II","10.76","$69.88M","1989","n/a","n/a","https://old.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","2.68","$442.11M","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^b",
"IVR^C","INVESCO MORTGAGE CAPITAL INC","17.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^c",
"IVR^A","Invesco Mortgage Capital Inc.","18.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","6.56","$311.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","11.22","$756.39M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","11.25","$622.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","11.3","$269.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","6.99","$3.21B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","11.55","$610.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","3.24","$495.82M","1998","n/a","n/a","https://old.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","11.55","$224.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","11.62","$630.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","13.79","$648.91M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iim",
"IRET","Investors Real Estate Trust","61.29","$745.65M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/iret",
"IRET^C","Investors Real Estate Trust","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iret^c",
"NVTA","Invitae Corporation","15.57","$1.95B","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/nvta",
"INVH","Invitation Homes Inc.","24.02","$13.06B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/invh",
"IO","Ion Geophysical Corporation","2.2","$33.08M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/io",
"IQV","IQVIA Holdings, Inc.","132.37","$25.28B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/iqv",
"IRM","Iron Mountain Incorporated","22.64","$6.52B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/irm",
"IRS","IRSA Inversiones Y Representaciones S.A.","3.21","$185.76M","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/irs",
"STAR          ","iStar Inc.","8.8","$678.12M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/star",
"STAR^D","iStar Inc.","21.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^d",
"STAR^G","iStar Inc.","20.675","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^g",
"STAR^I","iStar Inc.","20","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^i",
"ITCB","Ita? CorpBanca","3.59","$1.23B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/itcb",
"ITUB","Itau Unibanco Banco Holding SA","3.88","$37.88B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/itub",
"ITT","ITT Inc.","47.38","$4.09B","2011","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/itt",
"IVH","Ivy High Income Opportunities Fund","10.3","$170.67M","2013","n/a","n/a","https://old.nasdaq.com/symbol/ivh",
"JPM","J P Morgan Chase & Co","87.52","$266.68B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm",
"JPM^C","J P Morgan Chase & Co","26.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^c",
"JPM^D","J P Morgan Chase & Co","26.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^d",
"JPM^G","J P Morgan Chase & Co","25.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","25.465","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^h",
"JPM^J","J P Morgan Chase & Co","24.72","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^j",
"JAX","J. Alexander&#39;s Holdings, Inc.","3.83","$57.49M","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jax",
"JILL","J. Jill, Inc.","0.4501","$19.93M","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jill",
"JCP","J.C. Penney Company, Inc. Holding Company","0.1949","$62.56M","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/jcp",
"SJM","J.M. Smucker Company (The)","114.07","$13.01B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/sjm",
"JBL","Jabil Inc.","26.72","$4.03B","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/jbl",
"J","Jacobs Engineering Group Inc.","71.6","$9.32B","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/j",
"JHX","James Hardie Industries plc.","13.84","$6.13B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/jhx",
"JHG","Janus Henderson Group plc","18.02","$3.33B","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/jhg",
"JOF","Japan Smaller Capitalization Fund Inc","7.29","$206.55M","1990","n/a","n/a","https://old.nasdaq.com/symbol/jof",
"JWS.U","Jaws Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/jws.u",
"JBGS","JBG SMITH Properties","28","$3.74B","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/jbgs",
"JEF","Jefferies Financial Group Inc.","12.82","$3.45B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jef",
"JELD","JELD-WEN Holding, Inc.","11.82","$1.19B","2017","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/jeld",
"JCAP","Jernigan Capital, Inc.","11.42","$265.76M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/jcap",
"JCAP^B","Jernigan Capital, Inc.","22.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jcap^b",
"JT","Jianpu Technology Inc.","0.76","$128.5M","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","14.75","$655.3M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","2.69","$52.66M","2007","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmp",
"JBT","John Bean Technologies Corporation","61.05","$1.94B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","18.78","$351.03M","1994","n/a","n/a","https://old.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","10.67","$130.43M","2011","n/a","n/a","https://old.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","13.74","$160.02M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","13.5","$117.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","15.99","$341.36M","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","16.59","$433.32M","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","14.11","$446.78M","2003","n/a","n/a","https://old.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","11.62","$564.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","17.31","$612.65M","2004","n/a","n/a","https://old.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","5.01","$54.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","147.64","$389.23B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls International plc","28.59","$21.27B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jci",
"JLL","Jones Lang LaSalle Incorporated","85.76","$4.43B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/jll",
"JMIA","Jumia Technologies AG","4.13","$323.83M","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/jmia",
"JIH","Juniper Industrial Holdings, Inc.","9.73","$419.61M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jih",
"JIH.U","Juniper Industrial Holdings, Inc.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/jih.u",
"JIH.WS","Juniper Industrial Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jih.ws",
"JNPR","Juniper Networks, Inc.","22.92","$7.59B","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/jnpr",
"JP","Jupai Holdings Limited","1.0401","$35.07M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jp",
"JE","Just Energy Group, Inc.","0.4112","$62.34M","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/je",
"JE^A","Just Energy Group, Inc.","1.843","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/je^a",
"LRN","K12 Inc","22.71","$930.92M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lrn",
"KAI","Kadant Inc","87.66","$1.01B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kai",
"KDMN","Kadmon Holdings, Inc.","4.39","$702.52M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdmn",
"KAMN","Kaman Corporation","32.07","$886.55M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/kamn",
"KSU","Kansas City Southern","134.11","$12.74B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","27.8","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu^",
"KAR","KAR Auction Services, Inc","11.8","$1.52B","2009","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kar",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","4.18","$197.29M","2010","n/a","n/a","https://old.nasdaq.com/symbol/kmf",
"KYN","Kayne Anderson MLP/Midstream Investment Company","5.16","$652.47M","2004","n/a","n/a","https://old.nasdaq.com/symbol/kyn",
"KB","KB Financial Group Inc","25.33","$9.87B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/kb",
"KBH","KB Home","24.52","$2.4B","1986","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","18.45","$2.63B","2006","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/kbr",
"K","Kellogg Company","63.65","$21.81B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/k",
"KEM","Kemet Corporation","27.05","$1.58B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/kem",
"KMPR","Kemper Corporation","57.63","$3.76B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kmpr",
"KMT","Kennametal Inc.","22.1","$1.83B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","12.96","$1.86B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/kw",
"KEN","Kenon Holdings Ltd.","19.99","$1.08B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ken",
"KDP","Keurig Dr Pepper Inc.","26.37","$37.11B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kdp",
"KEY","KeyCorp","9.92","$9.68B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/key",
"KEY^I","KeyCorp","26.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^i",
"KEY^J","KeyCorp","25.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^j",
"KEY^K","KeyCorp","25.5331","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^k",
"KEYS","Keysight Technologies Inc.","98.7","$18.5B","2014","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/keys",
"KRC","Kilroy Realty Corporation","53.23","$6.13B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krc",
"KRP","Kimbell Royalty Partners","6.05","$361.45M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/krp",
"KMB","Kimberly-Clark Corporation","136.59","$46.52B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","9.22","$3.99B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kim",
"KIM^L","Kimco Realty Corporation","22.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^l",
"KIM^M","Kimco Realty Corporation","22.3319","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^m",
"KMI","Kinder Morgan, Inc.","14.84","$33.57B","2011","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/kmi",
"KFS","Kingsway Financial Services, Inc.","1.83","$40.96M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kfs",
"KGC","Kinross Gold Corporation","7.2","$9.05B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kgc",
